"StudentID","ProgramName","ModuleCode","ModuleName","TotalMark","TotalGrade"
u050083,BBA with Communications and Public Relations,ACC201 ,Introduction to Accounting,53.00,C 
u050083,BBA with Communications and Public Relations,ECO201 ,Principles of Microeconomics,30.00,F 
u050083,BBA with Communications and Public Relations,ENG102A,Academic Skills I,40.00,D 
u050083,BBA with Communications and Public Relations,FIN201 ,Introduction to Finance,32.00,F 
u050085,BSc Banking and Finance,ACC201 ,Introduction to Accounting,99.00,A*
u050085,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,95.00,A*
u050085,BSc Banking and Finance,FIN201 ,Introduction to Finance,87.00,A*
u050085,BSc Banking and Finance,ICT201 ,Intro to Programming with Python,86.00,A*
u050087,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,25.00,F 
u050087,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,29.00,F 
u050087,BSc Accounting and Finance,FIN201 ,Introduction to Finance,46.00,D 
u050087,BSc Accounting and Finance,QUA201 ,Mathematics for Finance and Business,0.00,F 
u050088,BBA with Logistics and Supply Chain Management,ACC201 ,Introduction to Accounting,36.00,F 
u050088,BBA with Logistics and Supply Chain Management,ECO201 ,Principles of Microeconomics,40.00,D 
u050088,BBA with Logistics and Supply Chain Management,FIN201 ,Introduction to Finance,54.00,C 
u050088,BBA with Logistics and Supply Chain Management,GEN208 ,Career and Personal Development,54.00,C 
u050089,BBA with Project Management,ACC201 ,Introduction to Accounting,32.00,F 
u050089,BBA with Project Management,ECO201 ,Principles of Microeconomics,41.00,D 
u050089,BBA with Project Management,FIN201 ,Introduction to Finance,44.00,D 
u050089,BBA with Project Management,GEN208 ,Career and Personal Development,65.00,B 
u050090,BBA with Economics and Sustainable Development,ACC201 ,Introduction to Accounting,44.00,D 
u050090,BBA with Economics and Sustainable Development,ECO201 ,Principles of Microeconomics,40.00,D 
u050090,BBA with Economics and Sustainable Development,FIN201 ,Introduction to Finance,50.00,F 
u050090,BBA with Economics and Sustainable Development,GEN208 ,Career and Personal Development,67.00,B 
u050093,BBA with Project Management,ACC201 ,Introduction to Accounting,25.00,F 
u050093,BBA with Project Management,ECO201 ,Principles of Microeconomics,56.00,C 
u050093,BBA with Project Management,FIN201 ,Introduction to Finance,67.00,B 
u050093,BBA with Project Management,GEN208 ,Career and Personal Development,64.00,B 
u050094,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,34.00,F 
u050094,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,34.00,F 
u050094,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,44.00,D 
u050094,BBA with E-Business and Digital Marketing,GEN204 ,English Literature,69.00,B 
u050095,BBA with Project Management,ACC201 ,Introduction to Accounting,46.00,D 
u050095,BBA with Project Management,ECO201 ,Principles of Microeconomics,56.00,C 
u050095,BBA with Project Management,FIN201 ,Introduction to Finance,26.00,F 
u050095,BBA with Project Management,GEN208 ,Career and Personal Development,59.00,C 
u050096,BBA with Project Management,ACC201 ,Introduction to Accounting,64.00,B 
u050096,BBA with Project Management,ECO201 ,Principles of Microeconomics,62.00,B 
u050096,BBA with Project Management,FIN201 ,Introduction to Finance,76.00,A 
u050096,BBA with Project Management,GEN208 ,Career and Personal Development,68.00,B 
u050097,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,56.00,C 
u050097,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,44.00,D 
u050097,BSc Accounting and Finance,FIN201 ,Introduction to Finance,44.00,D 
u050097,BSc Accounting and Finance,QUA201 ,Mathematics for Finance and Business,44.00,D 
u050098,BBA with Project Management,ACC201 ,Introduction to Accounting,62.00,B 
u050098,BBA with Project Management,ECO201 ,Principles of Microeconomics,83.00,A*
u050098,BBA with Project Management,FIN201 ,Introduction to Finance,68.00,B 
u050098,BBA with Project Management,GEN208 ,Career and Personal Development,59.00,C 
u050099,Foundation Programme,ENG101A,International English I,40.00,D 
u050099,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u050100,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,67.00,B 
u050100,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,67.00,B 
u050100,BSc Accounting and Finance,FIN201 ,Introduction to Finance,76.00,A 
u050100,BSc Accounting and Finance,QUA201 ,Mathematics for Finance and Business,53.00,C 
u050102,BSc Banking and Finance,ACC201 ,Introduction to Accounting,70.00,A 
u050102,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,67.00,B 
u050102,BSc Banking and Finance,FIN201 ,Introduction to Finance,68.00,B 
u050102,BSc Banking and Finance,GEN208 ,Career and Personal Development,57.00,C 
U050103,Foundation Programme,QUA101A,Quantitative Methods for Business I,30.00,F 
U050103,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u050104,BBA with Project Management,ACC201 ,Introduction to Accounting,38.00,F 
u050104,BBA with Project Management,ECO201 ,Principles of Microeconomics,36.00,F 
u050104,BBA with Project Management,FIN201 ,Introduction to Finance,45.00,D 
u050104,BBA with Project Management,GEN208 ,Career and Personal Development,76.00,A 
u050104,BBA with Project Management,MGT101A,Introduction to Business and Management I,40.00,D 
u050105,BSc Banking and Finance,ACC201 ,Introduction to Accounting,83.00,A*
u050105,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,80.00,A*
u050105,BSc Banking and Finance,FIN201 ,Introduction to Finance,65.00,B 
u050105,BSc Banking and Finance,GEN208 ,Career and Personal Development,71.00,A 
u050106,Foundation Programme,ENG101A,International English I,11.00,F 
u050106,Foundation Programme,ENG102A,Academic Skills I,40.00,D 
u050106,Foundation Programme,MGT101A,Introduction to Business and Management I,40.00,D 
u050107,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,46.00,D 
u050107,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,40.00,D 
u050107,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,43.00,D 
u050107,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,59.00,C 
u050108,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,22.00,F 
u050108,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,42.00,D 
u050108,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,45.00,D 
u050108,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,65.00,B 
u050108,BBA with E-Business and Digital Marketing,MGT101A,Introduction to Business and Management I,40.00,D 
u050109,BBA with Project Management,ACC201 ,Introduction to Accounting,42.00,D 
u050109,BBA with Project Management,ECO201 ,Principles of Microeconomics,41.00,D 
u050109,BBA with Project Management,FIN201 ,Introduction to Finance,41.00,D 
u050109,BBA with Project Management,GEN208 ,Career and Personal Development,67.00,B 
u050110,BBA with Project Management,ACC201 ,Introduction to Accounting,15.00,F 
u050110,BBA with Project Management,ECO201 ,Principles of Microeconomics,27.00,F 
u050110,BBA with Project Management,ENG102B,Academic Skills II,40.00,D 
u050110,BBA with Project Management,FIN201 ,Introduction to Finance,6.00,F 
u050110,BBA with Project Management,GEN208 ,Career and Personal Development,49.00,D 
u050112,BBA with Project Management,ACC201 ,Introduction to Accounting,24.00,F 
u050112,BBA with Project Management,ECO201 ,Principles of Microeconomics,48.00,D 
u050112,BBA with Project Management,FIN201 ,Introduction to Finance,43.00,D 
u050112,BBA with Project Management,GEN208 ,Career and Personal Development,60.00,B 
u050113,BBA with Project Management,ACC201 ,Introduction to Accounting,57.00,C 
u050113,BBA with Project Management,ECO201 ,Principles of Microeconomics,83.00,A*
u050113,BBA with Project Management,FIN201 ,Introduction to Finance,80.00,A*
u050113,BBA with Project Management,ICT201 ,Intro to Programming with Python,75.00,A 
u050114,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,48.00,D 
u050114,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,69.00,B 
u050114,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,66.00,B 
u050114,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,77.00,A 
u050115,BBA with Project Management,ACC201 ,Introduction to Accounting,32.00,F 
u050115,BBA with Project Management,ECO201 ,Principles of Microeconomics,33.00,F 
u050115,BBA with Project Management,FIN201 ,Introduction to Finance,60.00,B 
u050115,BBA with Project Management,GEN208 ,Career and Personal Development,76.00,A 
U050115,BBA with Project Management,QUA101A,Quantitative Methods for Business I,40.00,D 
u050116,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,53.00,C 
u050116,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,67.00,B 
u050116,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,57.00,C 
u050116,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,60.00,B 
u050117,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,64.00,B 
u050117,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,54.00,C 
u050117,BSc Accounting and Finance,FIN201 ,Introduction to Finance,64.00,B 
u050117,BSc Accounting and Finance,GEN201 ,Globalization,60.00,B 
u050119,BSc Management Information Systems with Data Analysis,ACC201 ,Introduction to Accounting,49.00,D 
u050119,BSc Management Information Systems with Data Analysis,ECO201 ,Principles of Microeconomics,49.00,D 
u050119,BSc Management Information Systems with Data Analysis,FIN201 ,Introduction to Finance,43.00,F 
u050119,BSc Management Information Systems with Data Analysis,ICT201 ,Intro to Programming with Python,20.00,F 
u050120,BSc Banking and Finance,ACC201 ,Introduction to Accounting,55.00,C 
u050120,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,72.00,A 
u050120,BSc Banking and Finance,FIN201 ,Introduction to Finance,65.00,B 
u050120,BSc Banking and Finance,GEN208 ,Career and Personal Development,63.00,B 
u050122,BBA with Project Management,ACC201 ,Introduction to Accounting,60.00,B 
u050122,BBA with Project Management,ECO201 ,Principles of Microeconomics,61.00,B 
u050122,BBA with Project Management,FIN201 ,Introduction to Finance,67.00,B 
u050122,BBA with Project Management,GEN208 ,Career and Personal Development,67.00,B 
u050124,BSc Banking and Finance,ACC201 ,Introduction to Accounting,63.00,B 
u050124,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,46.00,D 
u050124,BSc Banking and Finance,FIN201 ,Introduction to Finance,45.00,D 
u050124,BSc Banking and Finance,GEN201 ,Globalization,38.00,F 
u050125,BBA with Project Management,ACC201 ,Introduction to Accounting,45.00,D 
u050125,BBA with Project Management,ECO201 ,Principles of Microeconomics,55.00,C 
u050125,BBA with Project Management,FIN201 ,Introduction to Finance,40.00,D 
u050125,BBA with Project Management,GEN201 ,Globalization,61.00,B 
u050126,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,56.00,C 
u050126,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,80.00,A*
u050126,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,74.00,A 
u050126,BBA with E-Business and Digital Marketing,GEN204 ,English Literature,56.00,C 
u050127,BBA with Project Management,ACC201 ,Introduction to Accounting,35.00,F 
u050127,BBA with Project Management,ECO201 ,Principles of Microeconomics,57.00,C 
u050127,BBA with Project Management,FIN201 ,Introduction to Finance,67.00,B 
u050127,BBA with Project Management,GEN204 ,English Literature,65.00,B 
u050129,BBA with Project Management,ACC201 ,Introduction to Accounting,33.00,F 
u050129,BBA with Project Management,ECO201 ,Principles of Microeconomics,33.00,F 
u050129,BBA with Project Management,FIN201 ,Introduction to Finance,27.00,F 
u050129,BBA with Project Management,GEN208 ,Career and Personal Development,28.00,F 
u050131,BBA with Project Management,ACC201 ,Introduction to Accounting,35.00,F 
u050131,BBA with Project Management,ECO201 ,Principles of Microeconomics,53.00,C 
u050131,BBA with Project Management,FIN201 ,Introduction to Finance,48.00,D 
u050131,BBA with Project Management,GEN208 ,Career and Personal Development,61.00,B 
u050132,BSc Banking and Finance,ACC201 ,Introduction to Accounting,51.00,C 
u050132,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,42.00,D 
u050132,BSc Banking and Finance,FIN201 ,Introduction to Finance,60.00,B 
u050132,BSc Banking and Finance,GEN208 ,Career and Personal Development,69.00,B 
u050133,BBA with Communications and Public Relations,ACC201 ,Introduction to Accounting,34.00,F 
u050133,BBA with Communications and Public Relations,ECO201 ,Principles of Microeconomics,40.00,D 
u050133,BBA with Communications and Public Relations,FIN201 ,Introduction to Finance,44.00,D 
u050133,BBA with Communications and Public Relations,GEN208 ,Career and Personal Development,66.00,B 
u050133,BBA with Communications and Public Relations,MGT101B,Introduction to Business and Management II,30.00,F 
u050134,BBA with Project Management,ACC201 ,Introduction to Accounting,59.00,C 
u050134,BBA with Project Management,ECO201 ,Principles of Microeconomics,41.00,D 
u050134,BBA with Project Management,FIN201 ,Introduction to Finance,71.00,A 
u050134,BBA with Project Management,GEN208 ,Career and Personal Development,55.00,C 
u050136,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,60.00,B 
u050136,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,62.00,B 
u050136,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,71.00,A 
u050136,BBA with E-Business and Digital Marketing,ICT201 ,Intro to Programming with Python,38.00,F 
u050138,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,19.00,F 
u050138,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,41.00,D 
u050138,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,38.00,F 
u050138,BBA with E-Business and Digital Marketing,GEN204 ,English Literature,40.00,D 
U050138,BBA with E-Business and Digital Marketing,QUA101A,Quantitative Methods for Business I,40.00,D 
u050139,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,55.00,C 
u050139,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,58.00,C 
u050139,BSc Accounting and Finance,FIN201 ,Introduction to Finance,73.00,A 
u050139,BSc Accounting and Finance,GEN204 ,English Literature,84.00,A*
u050140,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,53.00,C 
u050140,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,78.00,A 
u050140,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,60.00,B 
u050140,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,82.00,A*
u050141,BSc Banking and Finance,ACC201 ,Introduction to Accounting,56.00,C 
u050141,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,37.00,F 
u050141,BSc Banking and Finance,FIN201 ,Introduction to Finance,52.00,C 
u050141,BSc Banking and Finance,GEN204 ,English Literature,8.00,F 
u050142,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u050143,BBA with Project Management,ACC201 ,Introduction to Accounting,0.00,F 
u050143,BBA with Project Management,ECO201 ,Principles of Microeconomics,20.00,F 
u050143,BBA with Project Management,FIN201 ,Introduction to Finance,21.00,F 
u050143,BBA with Project Management,GEN208 ,Career and Personal Development,76.00,A 
u050144,BBA with Project Management,ACC201 ,Introduction to Accounting,34.00,F 
u050144,BBA with Project Management,ECO201 ,Principles of Microeconomics,28.00,F 
u050144,BBA with Project Management,FIN201 ,Introduction to Finance,42.00,D 
u050144,BBA with Project Management,GEN208 ,Career and Personal Development,28.00,F 
u050144,BBA with Project Management,MGT101B,Introduction to Business and Management II,40.00,D 
u050146,BBA with Logistics and Supply Chain Management,ACC201 ,Introduction to Accounting,30.00,F 
u050146,BBA with Logistics and Supply Chain Management,ECO201 ,Principles of Microeconomics,36.00,F 
u050146,BBA with Logistics and Supply Chain Management,FIN201 ,Introduction to Finance,8.00,F 
u050146,BBA with Logistics and Supply Chain Management,GEN208 ,Career and Personal Development,54.00,C 
u050146,BBA with Logistics and Supply Chain Management,ICT101B,Introduction to IT for Business II,40.00,D 
u050147,BSc Banking and Finance,ACC201 ,Introduction to Accounting,64.00,B 
u050147,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,77.00,A 
u050147,BSc Banking and Finance,FIN201 ,Introduction to Finance,75.00,A 
u050147,BSc Banking and Finance,GEN208 ,Career and Personal Development,66.00,B 
u050148,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,25.00,F 
u050148,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,33.00,F 
u050148,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,17.00,F 
u050148,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,0.00,F 
u050149,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,33.00,F 
u050149,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,43.00,D 
u050149,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,53.00,C 
u050149,BBA with E-Business and Digital Marketing,ICT201 ,Intro to Programming with Python,20.00,F 
u050150,BSc Banking and Finance,ACC201 ,Introduction to Accounting,67.00,B 
u050150,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,77.00,A 
u050150,BSc Banking and Finance,FIN201 ,Introduction to Finance,76.00,A 
u050150,BSc Banking and Finance,GEN204 ,English Literature,68.00,B 
u050151,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,68.00,B 
u050151,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,61.00,B 
u050151,BSc Accounting and Finance,FIN201 ,Introduction to Finance,71.00,A 
u050151,BSc Accounting and Finance,GEN204 ,English Literature,63.00,B 
u050152,BSc Banking and Finance,ACC201 ,Introduction to Accounting,72.00,A 
u050152,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,88.00,A*
u050152,BSc Banking and Finance,FIN201 ,Introduction to Finance,78.00,A 
u050152,BSc Banking and Finance,GEN208 ,Career and Personal Development,71.00,A 
u050153,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,50.00,C 
u050153,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,69.00,B 
u050153,BSc Accounting and Finance,FIN201 ,Introduction to Finance,65.00,B 
u050153,BSc Accounting and Finance,QUA201 ,Mathematics for Finance and Business,40.00,D 
u050155,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,43.00,D 
u050155,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,46.00,D 
u050155,BSc Accounting and Finance,FIN201 ,Introduction to Finance,42.00,D 
u050155,BSc Accounting and Finance,GEN208 ,Career and Personal Development,59.00,C 
u050156,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,34.00,F 
u050156,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,64.00,B 
u050156,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,62.00,B 
u050156,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,64.00,B 
u050157,BBA with Economics and Sustainable Development,ACC201 ,Introduction to Accounting,44.00,D 
u050157,BBA with Economics and Sustainable Development,ECO201 ,Principles of Microeconomics,49.00,D 
u050157,BBA with Economics and Sustainable Development,FIN201 ,Introduction to Finance,71.00,A 
u050157,BBA with Economics and Sustainable Development,GEN208 ,Career and Personal Development,63.00,B 
u050158,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,68.00,B 
u050158,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,67.00,B 
u050158,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,63.00,B 
u050158,BBA with E-Business and Digital Marketing,GEN201 ,Globalization,38.00,F 
u050159,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,40.00,D 
u050159,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,51.00,C 
u050159,BSc Accounting and Finance,FIN201 ,Introduction to Finance,46.00,D 
u050159,BSc Accounting and Finance,QUA201 ,Mathematics for Finance and Business,46.00,D 
u050161,BBA with Project Management,ACC201 ,Introduction to Accounting,44.00,D 
u050161,BBA with Project Management,ECO201 ,Principles of Microeconomics,51.00,C 
u050161,BBA with Project Management,FIN201 ,Introduction to Finance,52.00,C 
u050161,BBA with Project Management,GEN208 ,Career and Personal Development,73.00,A 
u050162,BBA with Project Management,ACC201 ,Introduction to Accounting,32.00,F 
u050162,BBA with Project Management,ECO201 ,Principles of Microeconomics,48.00,D 
u050162,BBA with Project Management,FIN201 ,Introduction to Finance,62.00,B 
u050162,BBA with Project Management,GEN208 ,Career and Personal Development,53.00,C 
u050163,BBA with Project Management,ACC201 ,Introduction to Accounting,54.00,C 
u050163,BBA with Project Management,ECO201 ,Principles of Microeconomics,59.00,C 
u050163,BBA with Project Management,FIN201 ,Introduction to Finance,53.00,C 
u050163,BBA with Project Management,GEN208 ,Career and Personal Development,57.00,C 
u050165,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,35.00,F 
u050165,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,38.00,F 
u050165,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,60.00,B 
u050165,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,65.00,B 
u050166,BBA with Project Management,ACC201 ,Introduction to Accounting,55.00,C 
u050166,BBA with Project Management,ECO201 ,Principles of Microeconomics,65.00,B 
u050166,BBA with Project Management,FIN201 ,Introduction to Finance,63.00,B 
u050166,BBA with Project Management,GEN201 ,Globalization,43.00,F 
u050167,BBA with Project Management,ACC201 ,Introduction to Accounting,41.00,D 
u050167,BBA with Project Management,ECO201 ,Principles of Microeconomics,52.00,C 
u050167,BBA with Project Management,FIN201 ,Introduction to Finance,71.00,A 
u050167,BBA with Project Management,GEN208 ,Career and Personal Development,29.00,F 
u050168,BSc Banking and Finance,ACC201 ,Introduction to Accounting,52.00,C 
u050168,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,47.00,D 
u050168,BSc Banking and Finance,FIN201 ,Introduction to Finance,57.00,C 
u050168,BSc Banking and Finance,GEN201 ,Globalization,64.00,B 
u050169,BBA with Project Management,ACC201 ,Introduction to Accounting,33.00,F 
u050169,BBA with Project Management,ECO201 ,Principles of Microeconomics,53.00,C 
u050169,BBA with Project Management,FIN201 ,Introduction to Finance,41.00,D 
u050169,BBA with Project Management,GEN208 ,Career and Personal Development,50.00,C 
u050170,BBA with Project Management,ACC201 ,Introduction to Accounting,43.00,D 
u050170,BBA with Project Management,ECO201 ,Principles of Microeconomics,34.00,F 
u050170,BBA with Project Management,FIN201 ,Introduction to Finance,57.00,C 
u050170,BBA with Project Management,GEN208 ,Career and Personal Development,66.00,B 
u050171,BBA with Project Management,ACC201 ,Introduction to Accounting,49.00,D 
u050171,BBA with Project Management,ECO201 ,Principles of Microeconomics,82.00,A*
u050171,BBA with Project Management,FIN201 ,Introduction to Finance,76.00,A 
u050171,BBA with Project Management,GEN208 ,Career and Personal Development,60.00,B 
u050172,BBA with Project Management,ACC201 ,Introduction to Accounting,38.00,F 
u050172,BBA with Project Management,ECO201 ,Principles of Microeconomics,28.00,F 
u050172,BBA with Project Management,FIN201 ,Introduction to Finance,44.00,D 
u050172,BBA with Project Management,GEN208 ,Career and Personal Development,67.00,B 
u050174,BBA with Project Management,ACC201 ,Introduction to Accounting,63.00,B 
u050174,BBA with Project Management,ECO201 ,Principles of Microeconomics,64.00,B 
u050174,BBA with Project Management,FIN201 ,Introduction to Finance,64.00,B 
u050174,BBA with Project Management,GEN201 ,Globalization,58.00,C 
u050175,BBA with Project Management,ACC201 ,Introduction to Accounting,60.00,B 
u050175,BBA with Project Management,ECO201 ,Principles of Microeconomics,79.00,A 
u050175,BBA with Project Management,FIN201 ,Introduction to Finance,73.00,A 
u050175,BBA with Project Management,GEN208 ,Career and Personal Development,40.00,F 
u050176,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,45.00,D 
u050176,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,74.00,A 
u050176,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,68.00,B 
u050176,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,66.00,B 
u050177,BBA with Project Management,ACC201 ,Introduction to Accounting,65.00,B 
u050177,BBA with Project Management,ECO201 ,Principles of Microeconomics,75.00,A 
u050177,BBA with Project Management,FIN201 ,Introduction to Finance,70.00,A 
u050177,BBA with Project Management,GEN208 ,Career and Personal Development,62.00,B 
u050179,BBA with Project Management,ACC201 ,Introduction to Accounting,49.00,D 
u050179,BBA with Project Management,ECO201 ,Principles of Microeconomics,59.00,C 
u050179,BBA with Project Management,FIN201 ,Introduction to Finance,42.00,D 
u050179,BBA with Project Management,GEN208 ,Career and Personal Development,68.00,B 
u050180,BSc Banking and Finance,ACC201 ,Introduction to Accounting,57.00,C 
u050180,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,77.00,A 
u050180,BSc Banking and Finance,FIN201 ,Introduction to Finance,70.00,A 
u050180,BSc Banking and Finance,ICT201 ,Intro to Programming with Python,54.00,C 
u050181,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,49.00,D 
u050181,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,56.00,C 
u050181,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,50.00,C 
u050181,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,53.00,C 
u050182,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,0.00,F 
u050182,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,2.00,F 
u050182,BSc Accounting and Finance,ENG102B,Academic Skills II,15.00,F 
u050182,BSc Accounting and Finance,FIN201 ,Introduction to Finance,0.00,F 
u050182,BSc Accounting and Finance,QUA201 ,Mathematics for Finance and Business,0.00,F 
u050183,BSc Management Information Systems with Data Analysis,ACC201 ,Introduction to Accounting,70.00,A 
u050183,BSc Management Information Systems with Data Analysis,ECO201 ,Principles of Microeconomics,68.00,B 
u050183,BSc Management Information Systems with Data Analysis,FIN201 ,Introduction to Finance,82.00,A*
u050183,BSc Management Information Systems with Data Analysis,ICT201 ,Intro to Programming with Python,78.00,A 
u050184,BSc Accounting and Finance,ACC201 ,Introduction to Accounting,62.00,B 
u050184,BSc Accounting and Finance,ECO201 ,Principles of Microeconomics,44.00,F 
u050184,BSc Accounting and Finance,FIN201 ,Introduction to Finance,66.00,B 
u050184,BSc Accounting and Finance,GEN208 ,Career and Personal Development,74.00,A 
u050185,BBA with Project Management,ACC201 ,Introduction to Accounting,0.00,F 
u050185,BBA with Project Management,ECO201 ,Principles of Microeconomics,27.00,F 
u050185,BBA with Project Management,FIN201 ,Introduction to Finance,16.00,F 
u050185,BBA with Project Management,GEN208 ,Career and Personal Development,64.00,B 
u050186,BSc Banking and Finance,ACC201 ,Introduction to Accounting,55.00,C 
u050186,BSc Banking and Finance,ECO201 ,Principles of Microeconomics,46.00,D 
u050186,BSc Banking and Finance,FIN201 ,Introduction to Finance,58.00,C 
u050186,BSc Banking and Finance,GEN204 ,English Literature,68.00,B 
u050187,BBA with E-Business and Digital Marketing,ACC201 ,Introduction to Accounting,30.00,F 
u050187,BBA with E-Business and Digital Marketing,ECO201 ,Principles of Microeconomics,40.00,D 
u050187,BBA with E-Business and Digital Marketing,FIN201 ,Introduction to Finance,46.00,D 
u050187,BBA with E-Business and Digital Marketing,GEN208 ,Career and Personal Development,69.00,B 
u050188,BBA with Economics and Sustainable Development,ACC201 ,Introduction to Accounting,48.00,D 
u050188,BBA with Economics and Sustainable Development,ECO201 ,Principles of Microeconomics,71.00,A 
u050188,BBA with Economics and Sustainable Development,FIN201 ,Introduction to Finance,70.00,A 
u050188,BBA with Economics and Sustainable Development,GEN208 ,Career and Personal Development,69.00,B 
u050189,BBA with Project Management,ACC201 ,Introduction to Accounting,73.00,A 
u050189,BBA with Project Management,ECO201 ,Principles of Microeconomics,83.00,A*
