"StudentID","ProgramName","ModuleCode","ModuleName","TotalMark","TotalGrade"
u060049,Foundation Programme,MGT101A,Introduction to Business and Management I,27.00,F 
u060049,Foundation Programme,QUA101A,Quantitative Methods for Business I,26.00,F 
u060050,Foundation Programme,ENG101A,International English I,71.00,A 
u060050,Foundation Programme,ENG102A,Academic Skills I,77.00,A 
u060050,Foundation Programme,ICT101A,Introduction to IT for Business I,63.00,B 
u060050,Foundation Programme,MGT101A,Introduction to Business and Management I,72.00,A 
u060050,Foundation Programme,QUA101A,Quantitative Methods for Business I,70.00,A 
u060051,Foundation Programme,ENG101A,International English I,56.00,C 
u060051,Foundation Programme,ENG102A,Academic Skills I,48.00,F 
u060051,Foundation Programme,ICT101A,Introduction to IT for Business I,67.00,B 
u060051,Foundation Programme,MGT101A,Introduction to Business and Management I,57.00,C 
u060051,Foundation Programme,QUA101A,Quantitative Methods for Business I,27.00,F 
u060052,Foundation Programme,ENG101A,International English I,68.00,B 
u060052,Foundation Programme,ENG102A,Academic Skills I,65.00,B 
u060052,Foundation Programme,ICT101A,Introduction to IT for Business I,60.00,B 
u060052,Foundation Programme,MGT101A,Introduction to Business and Management I,68.00,B 
u060052,Foundation Programme,QUA101A,Quantitative Methods for Business I,53.00,C 
u060053,Foundation Programme,ENG101A,International English I,23.00,F 
u060053,Foundation Programme,ENG102A,Academic Skills I,64.00,B 
u060053,Foundation Programme,ICT101A,Introduction to IT for Business I,16.00,F 
u060053,Foundation Programme,MGT101A,Introduction to Business and Management I,42.00,D 
u060053,Foundation Programme,QUA101A,Quantitative Methods for Business I,23.00,F 
u060054,Foundation Programme,ENG101A,International English I,67.00,B 
u060054,Foundation Programme,ENG102A,Academic Skills I,55.00,C 
u060054,Foundation Programme,ICT101A,Introduction to IT for Business I,55.00,C 
u060054,Foundation Programme,MGT101A,Introduction to Business and Management I,61.00,B 
u060054,Foundation Programme,QUA101A,Quantitative Methods for Business I,31.00,F 
u060056,Foundation Programme,ENG101A,International English I,70.00,A 
u060056,Foundation Programme,ENG102A,Academic Skills I,42.00,D 
u060056,Foundation Programme,ICT101A,Introduction to IT for Business I,59.00,C 
u060056,Foundation Programme,MGT101A,Introduction to Business and Management I,45.00,D 
u060056,Foundation Programme,QUA101A,Quantitative Methods for Business I,55.00,C 
u060057,Foundation Programme,ENG101A,International English I,62.00,B 
u060057,Foundation Programme,ENG102A,Academic Skills I,67.00,B 
u060057,Foundation Programme,ICT101A,Introduction to IT for Business I,63.00,B 
u060057,Foundation Programme,MGT101A,Introduction to Business and Management I,47.00,D 
u060057,Foundation Programme,QUA101A,Quantitative Methods for Business I,43.00,D 
u060058,Foundation Programme,ENG101A,International English I,63.00,B 
u060058,Foundation Programme,ENG102A,Academic Skills I,58.00,C 
u060058,Foundation Programme,ICT101A,Introduction to IT for Business I,79.00,A 
u060058,Foundation Programme,MGT101A,Introduction to Business and Management I,60.00,B 
u060058,Foundation Programme,QUA101A,Quantitative Methods for Business I,52.00,C 
u060059,Foundation Programme,ENG101A,International English I,75.00,A 
u060059,Foundation Programme,ENG102A,Academic Skills I,72.00,A 
u060059,Foundation Programme,ICT101A,Introduction to IT for Business I,64.00,B 
u060059,Foundation Programme,MGT101A,Introduction to Business and Management I,85.00,A*
u060059,Foundation Programme,QUA101A,Quantitative Methods for Business I,80.00,A*
u060060,Foundation Programme,ENG101A,International English I,73.00,A 
u060060,Foundation Programme,ENG102A,Academic Skills I,72.00,A 
u060060,Foundation Programme,ICT101A,Introduction to IT for Business I,65.00,B 
u060060,Foundation Programme,MGT101A,Introduction to Business and Management I,72.00,A 
u060060,Foundation Programme,QUA101A,Quantitative Methods for Business I,82.00,A*
u060061,Foundation Programme,ENG101A,International English I,65.00,B 
u060061,Foundation Programme,ENG102A,Academic Skills I,64.00,B 
u060061,Foundation Programme,ICT101A,Introduction to IT for Business I,78.00,A 
u060061,Foundation Programme,MGT101A,Introduction to Business and Management I,54.00,C 
u060061,Foundation Programme,QUA101A,Quantitative Methods for Business I,74.00,A 
u060062,Foundation Programme,ENG101A,International English I,61.00,B 
u060062,Foundation Programme,ENG102A,Academic Skills I,56.00,C 
u060062,Foundation Programme,ICT101A,Introduction to IT for Business I,74.00,A 
u060062,Foundation Programme,MGT101A,Introduction to Business and Management I,60.00,B 
u060062,Foundation Programme,QUA101A,Quantitative Methods for Business I,62.00,B 
u060063,Foundation Programme,ENG101A,International English I,70.00,A 
u060063,Foundation Programme,ENG102A,Academic Skills I,76.00,A 
u060063,Foundation Programme,ICT101A,Introduction to IT for Business I,84.00,A*
u060063,Foundation Programme,MGT101A,Introduction to Business and Management I,81.00,A*
u060063,Foundation Programme,QUA101A,Quantitative Methods for Business I,81.00,A*
u060064,Foundation Programme,ENG101A,International English I,60.00,B 
u060064,Foundation Programme,ENG102A,Academic Skills I,51.00,C 
u060064,Foundation Programme,ICT101A,Introduction to IT for Business I,61.00,B 
u060064,Foundation Programme,MGT101A,Introduction to Business and Management I,46.00,D 
u060064,Foundation Programme,QUA101A,Quantitative Methods for Business I,38.00,F 
u060065,Foundation Programme,ENG101A,International English I,67.00,B 
u060065,Foundation Programme,ENG102A,Academic Skills I,46.00,F 
u060065,Foundation Programme,ICT101A,Introduction to IT for Business I,64.00,B 
u060065,Foundation Programme,MGT101A,Introduction to Business and Management I,57.00,C 
u060065,Foundation Programme,QUA101A,Quantitative Methods for Business I,48.00,D 
u060066,Foundation Programme,ENG101A,International English I,57.00,C 
u060066,Foundation Programme,ENG102A,Academic Skills I,52.00,C 
u060066,Foundation Programme,ICT101A,Introduction to IT for Business I,75.00,A 
u060066,Foundation Programme,MGT101A,Introduction to Business and Management I,66.00,B 
u060066,Foundation Programme,QUA101A,Quantitative Methods for Business I,42.00,F 
u060067,Foundation Programme,ENG101A,International English I,67.00,B 
u060067,Foundation Programme,ENG102A,Academic Skills I,70.00,A 
u060067,Foundation Programme,ICT101A,Introduction to IT for Business I,54.00,C 
u060067,Foundation Programme,MGT101A,Introduction to Business and Management I,62.00,B 
u060067,Foundation Programme,QUA101A,Quantitative Methods for Business I,42.00,D 
u060068,Foundation Programme,ENG101A,International English I,46.00,D 
u060068,Foundation Programme,ENG102A,Academic Skills I,56.00,C 
u060068,Foundation Programme,ICT101A,Introduction to IT for Business I,60.00,B 
u060068,Foundation Programme,MGT101A,Introduction to Business and Management I,55.00,C 
u060068,Foundation Programme,QUA101A,Quantitative Methods for Business I,35.00,F 
u060069,Foundation Programme,ENG101A,International English I,67.00,B 
u060069,Foundation Programme,ENG102A,Academic Skills I,52.00,C 
u060069,Foundation Programme,ICT101A,Introduction to IT for Business I,74.00,A 
u060069,Foundation Programme,MGT101A,Introduction to Business and Management I,63.00,B 
u060069,Foundation Programme,QUA101A,Quantitative Methods for Business I,51.00,C 
u060070,Foundation Programme,ENG101A,International English I,65.00,B 
u060070,Foundation Programme,ENG102A,Academic Skills I,57.00,C 
u060070,Foundation Programme,ICT101A,Introduction to IT for Business I,64.00,B 
u060070,Foundation Programme,MGT101A,Introduction to Business and Management I,65.00,B 
u060070,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u060071,Foundation Programme,ENG101A,International English I,53.00,C 
u060071,Foundation Programme,ENG102A,Academic Skills I,48.00,D 
u060071,Foundation Programme,ICT101A,Introduction to IT for Business I,51.00,C 
u060071,Foundation Programme,MGT101A,Introduction to Business and Management I,48.00,D 
u060071,Foundation Programme,QUA101A,Quantitative Methods for Business I,53.00,C 
u060072,Foundation Programme,ENG101A,International English I,55.00,C 
u060072,Foundation Programme,ENG102A,Academic Skills I,58.00,C 
u060072,Foundation Programme,ICT101A,Introduction to IT for Business I,62.00,B 
u060072,Foundation Programme,MGT101A,Introduction to Business and Management I,50.00,C 
u060072,Foundation Programme,QUA101A,Quantitative Methods for Business I,44.00,D 
u060073,Foundation Programme,ENG101A,International English I,61.00,B 
u060073,Foundation Programme,ENG102A,Academic Skills I,64.00,B 
u060073,Foundation Programme,ICT101A,Introduction to IT for Business I,70.00,A 
u060073,Foundation Programme,MGT101A,Introduction to Business and Management I,59.00,C 
u060073,Foundation Programme,QUA101A,Quantitative Methods for Business I,57.00,C 
u060074,Foundation Programme,ENG101A,International English I,72.00,A 
u060074,Foundation Programme,ENG102A,Academic Skills I,55.00,C 
u060074,Foundation Programme,ICT101A,Introduction to IT for Business I,82.00,A*
u060074,Foundation Programme,MGT101A,Introduction to Business and Management I,80.00,A*
u060074,Foundation Programme,QUA101A,Quantitative Methods for Business I,68.00,B 
u060075,Foundation Programme,ENG101A,International English I,69.00,B 
u060075,Foundation Programme,ENG102A,Academic Skills I,75.00,A 
u060075,Foundation Programme,ICT101A,Introduction to IT for Business I,72.00,A 
u060075,Foundation Programme,MGT101A,Introduction to Business and Management I,58.00,C 
u060075,Foundation Programme,QUA101A,Quantitative Methods for Business I,60.00,B 
u060076,Foundation Programme,ENG101A,International English I,70.00,A 
u060076,Foundation Programme,ENG102A,Academic Skills I,64.00,B 
u060076,Foundation Programme,ICT101A,Introduction to IT for Business I,87.00,A*
u060076,Foundation Programme,MGT101A,Introduction to Business and Management I,64.00,B 
u060076,Foundation Programme,QUA101A,Quantitative Methods for Business I,65.00,B 
u060077,Foundation Programme,ENG101A,International English I,67.00,B 
u060077,Foundation Programme,ENG102A,Academic Skills I,60.00,B 
u060077,Foundation Programme,ICT101A,Introduction to IT for Business I,87.00,A*
u060077,Foundation Programme,MGT101A,Introduction to Business and Management I,68.00,B 
u060077,Foundation Programme,QUA101A,Quantitative Methods for Business I,52.00,C 
u060078,Foundation Programme,ENG101A,International English I,62.00,B 
u060078,Foundation Programme,ENG102A,Academic Skills I,63.00,B 
u060078,Foundation Programme,ICT101A,Introduction to IT for Business I,67.00,B 
u060078,Foundation Programme,MGT101A,Introduction to Business and Management I,63.00,B 
u060078,Foundation Programme,QUA101A,Quantitative Methods for Business I,65.00,B 
u060079,Foundation Programme,ENG101A,International English I,68.00,B 
u060079,Foundation Programme,ENG102A,Academic Skills I,62.00,B 
u060079,Foundation Programme,ICT101A,Introduction to IT for Business I,61.00,B 
u060079,Foundation Programme,MGT101A,Introduction to Business and Management I,60.00,B 
u060079,Foundation Programme,QUA101A,Quantitative Methods for Business I,46.00,D 
u060080,Foundation Programme,ENG101A,International English I,66.00,B 
u060080,Foundation Programme,ENG102A,Academic Skills I,72.00,A 
u060080,Foundation Programme,ICT101A,Introduction to IT for Business I,88.00,A*
u060080,Foundation Programme,MGT101A,Introduction to Business and Management I,67.00,B 
u060080,Foundation Programme,QUA101A,Quantitative Methods for Business I,66.00,B 
u060081,Foundation Programme,ENG101A,International English I,51.00,C 
u060081,Foundation Programme,ENG102A,Academic Skills I,57.00,C 
u060081,Foundation Programme,ICT101A,Introduction to IT for Business I,62.00,B 
u060081,Foundation Programme,MGT101A,Introduction to Business and Management I,53.00,C 
u060081,Foundation Programme,QUA101A,Quantitative Methods for Business I,43.00,F 
u060082,Foundation Programme,ENG101A,International English I,52.00,C 
u060082,Foundation Programme,ENG102A,Academic Skills I,59.00,C 
u060082,Foundation Programme,ICT101A,Introduction to IT for Business I,64.00,B 
u060082,Foundation Programme,MGT101A,Introduction to Business and Management I,70.00,A 
u060082,Foundation Programme,QUA101A,Quantitative Methods for Business I,85.00,A*
u060083,Foundation Programme,ENG101A,International English I,66.00,B 
u060083,Foundation Programme,ENG102A,Academic Skills I,79.00,A 
u060083,Foundation Programme,ICT101A,Introduction to IT for Business I,51.00,C 
u060083,Foundation Programme,MGT101A,Introduction to Business and Management I,55.00,C 
u060083,Foundation Programme,QUA101A,Quantitative Methods for Business I,42.00,D 
u060084,Foundation Programme,ENG101A,International English I,54.00,C 
u060084,Foundation Programme,ENG102A,Academic Skills I,57.00,C 
u060084,Foundation Programme,ICT101A,Introduction to IT for Business I,73.00,A 
u060084,Foundation Programme,MGT101A,Introduction to Business and Management I,62.00,B 
u060084,Foundation Programme,QUA101A,Quantitative Methods for Business I,54.00,C 
u060085,Foundation Programme,ENG101A,International English I,51.00,C 
u060085,Foundation Programme,ENG102A,Academic Skills I,46.00,D 
u060085,Foundation Programme,ICT101A,Introduction to IT for Business I,56.00,C 
u060085,Foundation Programme,MGT101A,Introduction to Business and Management I,44.00,D 
u060085,Foundation Programme,QUA101A,Quantitative Methods for Business I,63.00,B 
u060086,Foundation Programme,ENG101A,International English I,75.00,A 
u060086,Foundation Programme,ENG102A,Academic Skills I,53.00,C 
u060086,Foundation Programme,ICT101A,Introduction to IT for Business I,71.00,A 
u060086,Foundation Programme,MGT101A,Introduction to Business and Management I,72.00,A 
u060086,Foundation Programme,QUA101A,Quantitative Methods for Business I,62.00,B 
u060087,Foundation Programme,ENG101A,International English I,68.00,B 
u060087,Foundation Programme,ENG102A,Academic Skills I,59.00,C 
u060087,Foundation Programme,ICT101A,Introduction to IT for Business I,33.00,F 
u060087,Foundation Programme,MGT101A,Introduction to Business and Management I,57.00,C 
u060087,Foundation Programme,QUA101A,Quantitative Methods for Business I,46.00,D 
u060088,Foundation Programme,ENG101A,International English I,51.00,C 
u060088,Foundation Programme,ENG102A,Academic Skills I,50.00,C 
u060088,Foundation Programme,ICT101A,Introduction to IT for Business I,60.00,B 
u060088,Foundation Programme,MGT101A,Introduction to Business and Management I,35.00,F 
u060088,Foundation Programme,QUA101A,Quantitative Methods for Business I,54.00,C 
u060089,Foundation Programme,ENG101A,International English I,54.00,C 
u060089,Foundation Programme,ENG102A,Academic Skills I,66.00,B 
u060089,Foundation Programme,ICT101A,Introduction to IT for Business I,78.00,A 
u060089,Foundation Programme,MGT101A,Introduction to Business and Management I,49.00,D 
u060089,Foundation Programme,QUA101A,Quantitative Methods for Business I,60.00,B 
u060090,Foundation Programme,ENG101A,International English I,55.00,C 
u060090,Foundation Programme,ENG102A,Academic Skills I,61.00,B 
u060090,Foundation Programme,ICT101A,Introduction to IT for Business I,74.00,A 
u060090,Foundation Programme,MGT101A,Introduction to Business and Management I,54.00,C 
u060090,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,F 
u060091,Foundation Programme,ENG101A,International English I,67.00,B 
u060091,Foundation Programme,ENG102A,Academic Skills I,80.00,A*
u060091,Foundation Programme,ICT101A,Introduction to IT for Business I,35.00,F 
u060091,Foundation Programme,MGT101A,Introduction to Business and Management I,78.00,A 
u060091,Foundation Programme,QUA101A,Quantitative Methods for Business I,68.00,B 
u060092,Foundation Programme,ENG101A,International English I,64.00,B 
u060092,Foundation Programme,ENG102A,Academic Skills I,36.00,F 
u060092,Foundation Programme,ICT101A,Introduction to IT for Business I,27.00,F 
u060092,Foundation Programme,MGT101A,Introduction to Business and Management I,63.00,B 
u060092,Foundation Programme,QUA101A,Quantitative Methods for Business I,77.00,A 
u060093,Foundation Programme,ENG101A,International English I,78.00,A 
u060093,Foundation Programme,ENG102A,Academic Skills I,70.00,A 
u060093,Foundation Programme,ICT101A,Introduction to IT for Business I,88.00,A*
u060093,Foundation Programme,MGT101A,Introduction to Business and Management I,71.00,A 
u060093,Foundation Programme,QUA101A,Quantitative Methods for Business I,57.00,C 
u060094,Foundation Programme,ENG101A,International English I,48.00,D 
u060094,Foundation Programme,ENG102A,Academic Skills I,40.00,D 
u060094,Foundation Programme,ICT101A,Introduction to IT for Business I,54.00,C 
u060094,Foundation Programme,MGT101A,Introduction to Business and Management I,35.00,F 
u060094,Foundation Programme,QUA101A,Quantitative Methods for Business I,30.00,F 
u060095,Foundation Programme,ENG101A,International English I,61.00,B 
u060095,Foundation Programme,ENG102A,Academic Skills I,60.00,B 
u060095,Foundation Programme,ICT101A,Introduction to IT for Business I,86.00,A*
u060095,Foundation Programme,MGT101A,Introduction to Business and Management I,62.00,B 
u060095,Foundation Programme,QUA101A,Quantitative Methods for Business I,57.00,C 
u060096,Foundation Programme,ENG101A,International English I,62.00,B 
u060096,Foundation Programme,ENG102A,Academic Skills I,73.00,A 
u060096,Foundation Programme,ICT101A,Introduction to IT for Business I,68.00,B 
u060096,Foundation Programme,MGT101A,Introduction to Business and Management I,54.00,C 
u060096,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u060097,Foundation Programme,ENG101A,International English I,64.00,B 
u060097,Foundation Programme,ENG102A,Academic Skills I,69.00,B 
u060097,Foundation Programme,ICT101A,Introduction to IT for Business I,57.00,C 
u060097,Foundation Programme,MGT101A,Introduction to Business and Management I,51.00,C 
u060097,Foundation Programme,QUA101A,Quantitative Methods for Business I,57.00,C 
u060098,Foundation Programme,ENG101A,International English I,67.00,B 
u060098,Foundation Programme,ENG102A,Academic Skills I,60.00,B 
u060098,Foundation Programme,ICT101A,Introduction to IT for Business I,62.00,B 
u060098,Foundation Programme,MGT101A,Introduction to Business and Management I,62.00,B 
u060098,Foundation Programme,QUA101A,Quantitative Methods for Business I,45.00,D 
u060099,Foundation Programme,ENG101A,International English I,53.00,C 
u060099,Foundation Programme,ENG102A,Academic Skills I,47.00,D 
u060099,Foundation Programme,ICT101A,Introduction to IT for Business I,74.00,A 
u060099,Foundation Programme,MGT101A,Introduction to Business and Management I,57.00,C 
u060099,Foundation Programme,QUA101A,Quantitative Methods for Business I,48.00,D 
u060100,Foundation Programme,ENG101A,International English I,45.00,D 
u060100,Foundation Programme,ENG102A,Academic Skills I,44.00,D 
u060100,Foundation Programme,ICT101A,Introduction to IT for Business I,21.00,F 
u060100,Foundation Programme,MGT101A,Introduction to Business and Management I,45.00,F 
u060100,Foundation Programme,QUA101A,Quantitative Methods for Business I,36.00,F 
u060101,Foundation Programme,ENG101A,International English I,52.00,C 
u060101,Foundation Programme,ENG102A,Academic Skills I,65.00,B 
u060101,Foundation Programme,ICT101A,Introduction to IT for Business I,63.00,B 
u060101,Foundation Programme,MGT101A,Introduction to Business and Management I,68.00,B 
u060101,Foundation Programme,QUA101A,Quantitative Methods for Business I,44.00,D 
u060102,Foundation Programme,ENG101A,International English I,53.00,C 
u060102,Foundation Programme,ENG102A,Academic Skills I,61.00,B 
u060102,Foundation Programme,ICT101A,Introduction to IT for Business I,38.00,F 
u060102,Foundation Programme,MGT101A,Introduction to Business and Management I,51.00,C 
u060102,Foundation Programme,QUA101A,Quantitative Methods for Business I,38.00,F 
u060103,Foundation Programme,ENG101A,International English I,58.00,C 
u060103,Foundation Programme,ENG102A,Academic Skills I,54.00,C 
u060103,Foundation Programme,ICT101A,Introduction to IT for Business I,70.00,A 
u060103,Foundation Programme,MGT101A,Introduction to Business and Management I,58.00,C 
u060103,Foundation Programme,QUA101A,Quantitative Methods for Business I,45.00,D 
u060104,Foundation Programme,ENG101A,International English I,56.00,C 
u060104,Foundation Programme,ENG102A,Academic Skills I,49.00,D 
u060104,Foundation Programme,ICT101A,Introduction to IT for Business I,51.00,C 
u060104,Foundation Programme,MGT101A,Introduction to Business and Management I,46.00,D 
u060104,Foundation Programme,QUA101A,Quantitative Methods for Business I,60.00,B 
u060105,Foundation Programme,ENG101A,International English I,53.00,C 
u060105,Foundation Programme,ENG102A,Academic Skills I,47.00,D 
u060105,Foundation Programme,ICT101A,Introduction to IT for Business I,60.00,B 
u060105,Foundation Programme,MGT101A,Introduction to Business and Management I,16.00,F 
u060105,Foundation Programme,QUA101A,Quantitative Methods for Business I,76.00,A 
u060106,Foundation Programme,ENG101A,International English I,47.00,D 
u060106,Foundation Programme,ENG102A,Academic Skills I,55.00,C 
u060106,Foundation Programme,ICT101A,Introduction to IT for Business I,64.00,B 
u060106,Foundation Programme,MGT101A,Introduction to Business and Management I,57.00,C 
u060106,Foundation Programme,QUA101A,Quantitative Methods for Business I,47.00,D 
u060107,Foundation Programme,ENG101A,International English I,31.00,F 
u060107,Foundation Programme,ENG102A,Academic Skills I,43.00,D 
u060107,Foundation Programme,ICT101A,Introduction to IT for Business I,20.00,F 
u060107,Foundation Programme,MGT101A,Introduction to Business and Management I,22.00,F 
u060107,Foundation Programme,QUA101A,Quantitative Methods for Business I,36.00,F 
u060108,Foundation Programme,ENG101A,International English I,70.00,A 
u060108,Foundation Programme,ENG102A,Academic Skills I,59.00,C 
u060108,Foundation Programme,ICT101A,Introduction to IT for Business I,61.00,B 
u060108,Foundation Programme,MGT101A,Introduction to Business and Management I,77.00,A 
u060108,Foundation Programme,QUA101A,Quantitative Methods for Business I,55.00,C 
u060109,Foundation Programme,ENG101A,International English I,64.00,B 
u060109,Foundation Programme,ENG102A,Academic Skills I,52.00,C 
u060109,Foundation Programme,ICT101A,Introduction to IT for Business I,70.00,A 
u060109,Foundation Programme,MGT101A,Introduction to Business and Management I,57.00,C 
u060109,Foundation Programme,QUA101A,Quantitative Methods for Business I,56.00,C 
u060110,Foundation Programme,ENG101A,International English I,41.00,F 
u060110,Foundation Programme,ENG102A,Academic Skills I,42.00,F 
u060110,Foundation Programme,ICT101A,Introduction to IT for Business I,0.00,F 
u060110,Foundation Programme,MGT101A,Introduction to Business and Management I,43.00,D 
u060110,Foundation Programme,QUA101A,Quantitative Methods for Business I,49.00,D 
u060111,Foundation Programme,ENG101A,International English I,57.00,C 
u060111,Foundation Programme,ENG102A,Academic Skills I,49.00,D 
u060111,Foundation Programme,ICT101A,Introduction to IT for Business I,58.00,C 
u060111,Foundation Programme,MGT101A,Introduction to Business and Management I,55.00,C 
u060111,Foundation Programme,QUA101A,Quantitative Methods for Business I,59.00,C 
u060112,Foundation Programme,ENG101A,International English I,76.00,A 
u060112,Foundation Programme,ENG102A,Academic Skills I,60.00,B 
u060112,Foundation Programme,ICT101A,Introduction to IT for Business I,67.00,B 
u060112,Foundation Programme,MGT101A,Introduction to Business and Management I,72.00,A 
u060112,Foundation Programme,QUA101A,Quantitative Methods for Business I,46.00,D 
u060113,Foundation Programme,ENG101A,International English I,71.00,A 
u060113,Foundation Programme,ENG102A,Academic Skills I,63.00,B 
u060113,Foundation Programme,ICT101A,Introduction to IT for Business I,70.00,A 
u060113,Foundation Programme,MGT101A,Introduction to Business and Management I,73.00,A 
u060113,Foundation Programme,QUA101A,Quantitative Methods for Business I,56.00,C 
u060114,Foundation Programme,ENG101A,International English I,55.00,C 
u060114,Foundation Programme,ENG102A,Academic Skills I,65.00,B 
u060114,Foundation Programme,ICT101A,Introduction to IT for Business I,77.00,A 
u060114,Foundation Programme,MGT101A,Introduction to Business and Management I,64.00,B 
u060114,Foundation Programme,QUA101A,Quantitative Methods for Business I,54.00,C 
u060115,Foundation Programme,ENG101A,International English I,67.00,B 
u060115,Foundation Programme,ENG102A,Academic Skills I,71.00,A 
u060115,Foundation Programme,ICT101A,Introduction to IT for Business I,63.00,B 
u060115,Foundation Programme,MGT101A,Introduction to Business and Management I,63.00,B 
u060115,Foundation Programme,QUA101A,Quantitative Methods for Business I,44.00,D 
u060116,Foundation Programme,ENG101A,International English I,58.00,C 
u060116,Foundation Programme,ENG102A,Academic Skills I,56.00,C 
u060116,Foundation Programme,ICT101A,Introduction to IT for Business I,66.00,B 
u060116,Foundation Programme,MGT101A,Introduction to Business and Management I,64.00,B 
u060116,Foundation Programme,QUA101A,Quantitative Methods for Business I,40.00,D 
u060117,Foundation Programme,ENG101A,International English I,58.00,C 
u060117,Foundation Programme,ENG102A,Academic Skills I,59.00,C 
u060117,Foundation Programme,ICT101A,Introduction to IT for Business I,60.00,B 
u060117,Foundation Programme,MGT101A,Introduction to Business and Management I,80.00,A*
u060117,Foundation Programme,QUA101A,Quantitative Methods for Business I,60.00,B 
u060118,Foundation Programme,ENG101A,International English I,56.00,C 
u060118,Foundation Programme,ENG102A,Academic Skills I,58.00,C 
u060118,Foundation Programme,ICT101A,Introduction to IT for Business I,55.00,C 
u060118,Foundation Programme,MGT101A,Introduction to Business and Management I,50.00,C 
u060118,Foundation Programme,QUA101A,Quantitative Methods for Business I,18.00,F 
u060119,Foundation Programme,ENG101A,International English I,63.00,B 
u060119,Foundation Programme,ENG102A,Academic Skills I,45.00,D 
u060119,Foundation Programme,ICT101A,Introduction to IT for Business I,68.00,B 
u060119,Foundation Programme,MGT101A,Introduction to Business and Management I,53.00,C 
u060119,Foundation Programme,QUA101A,Quantitative Methods for Business I,70.00,A 
u060120,Foundation Programme,ENG101A,International English I,69.00,B 
u060120,Foundation Programme,ENG102A,Academic Skills I,53.00,C 
u060120,Foundation Programme,ICT101A,Introduction to IT for Business I,65.00,B 
u060120,Foundation Programme,MGT101A,Introduction to Business and Management I,41.00,F 
u060120,Foundation Programme,QUA101A,Quantitative Methods for Business I,42.00,D 
u060121,Foundation Programme,ENG101A,International English I,66.00,B 
u060121,Foundation Programme,ENG102A,Academic Skills I,68.00,B 
u060121,Foundation Programme,ICT101A,Introduction to IT for Business I,73.00,A 
u060121,Foundation Programme,MGT101A,Introduction to Business and Management I,80.00,A*
u060121,Foundation Programme,QUA101A,Quantitative Methods for Business I,67.00,B 
u060122,Foundation Programme,ENG101A,International English I,61.00,B 
u060122,Foundation Programme,ENG102A,Academic Skills I,70.00,A 
u060122,Foundation Programme,ICT101A,Introduction to IT for Business I,81.00,A*
u060122,Foundation Programme,MGT101A,Introduction to Business and Management I,59.00,C 
u060122,Foundation Programme,QUA101A,Quantitative Methods for Business I,45.00,D 
u060123,Foundation Programme,ENG101A,International English I,56.00,C 
u060123,Foundation Programme,ENG102A,Academic Skills I,43.00,F 
u060123,Foundation Programme,ICT101A,Introduction to IT for Business I,66.00,B 
u060123,Foundation Programme,MGT101A,Introduction to Business and Management I,44.00,D 
u060123,Foundation Programme,QUA101A,Quantitative Methods for Business I,39.00,F 
u060124,Foundation Programme,ENG101A,International English I,50.00,C 
u060124,Foundation Programme,ENG102A,Academic Skills I,43.00,D 
u060124,Foundation Programme,ICT101A,Introduction to IT for Business I,51.00,C 
u060124,Foundation Programme,MGT101A,Introduction to Business and Management I,34.00,F 
u060124,Foundation Programme,QUA101A,Quantitative Methods for Business I,37.00,F 
u060125,Foundation Programme,ENG101A,International English I,25.00,F 
u060125,Foundation Programme,ENG102A,Academic Skills I,41.00,F 
u060125,Foundation Programme,ICT101A,Introduction to IT for Business I,0.00,F 
u060125,Foundation Programme,MGT101A,Introduction to Business and Management I,53.00,C 
u060125,Foundation Programme,QUA101A,Quantitative Methods for Business I,30.00,F 
u060126,Foundation Programme,ENG101A,International English I,66.00,B 
u060126,Foundation Programme,ENG102A,Academic Skills I,59.00,C 
u060126,Foundation Programme,ICT101A,Introduction to IT for Business I,73.00,A 
u060126,Foundation Programme,MGT101A,Introduction to Business and Management I,70.00,A 
u060126,Foundation Programme,QUA101A,Quantitative Methods for Business I,60.00,B 
u060127,Foundation Programme,ENG101A,International English I,48.00,D 
u060127,Foundation Programme,ENG102A,Academic Skills I,53.00,C 
u060127,Foundation Programme,ICT101A,Introduction to IT for Business I,12.00,F 
u060127,Foundation Programme,MGT101A,Introduction to Business and Management I,64.00,B 
u060127,Foundation Programme,QUA101A,Quantitative Methods for Business I,73.00,A 
u060128,Foundation Programme,ENG101A,International English I,51.00,C 
u060128,Foundation Programme,ENG102A,Academic Skills I,46.00,D 
u060128,Foundation Programme,ICT101A,Introduction to IT for Business I,57.00,C 
u060128,Foundation Programme,MGT101A,Introduction to Business and Management I,44.00,D 
u060128,Foundation Programme,QUA101A,Quantitative Methods for Business I,46.00,D 
u060129,Foundation Programme,ENG101A,International English I,68.00,B 
u060129,Foundation Programme,ENG102A,Academic Skills I,76.00,A 
u060129,Foundation Programme,ICT101A,Introduction to IT for Business I,46.00,D 
u060129,Foundation Programme,MGT101A,Introduction to Business and Management I,64.00,B 
u060129,Foundation Programme,QUA101A,Quantitative Methods for Business I,49.00,D 
u060131,Foundation Programme,ENG101A,International English I,63.00,B 
u060131,Foundation Programme,ENG102A,Academic Skills I,53.00,C 
u060131,Foundation Programme,ICT101A,Introduction to IT for Business I,60.00,B 
u060131,Foundation Programme,MGT101A,Introduction to Business and Management I,55.00,C 
